Date,Tube ID,Sample ID,Picture ID,Scale,Length,Width,Area,Notes,,,,,,,
3/10/16,M15,M15_L12,M15_L8toL14,0.986,0.124,0.103,0.011,,,,,,,,
3/10/16,M15,M15_L13,M15_L8toL14,0.986,0.128,0.104,0.01,,,,,,,,
3/10/16,M15,M15_L14,M15_L8toL14,0.986,0.136,0.11,0.012,,,,,,,,
3/10/16,M15,M15_L15,M15_L15toL20,1.028,0.143,0.118,0.014,,,,,,,,
3/10/16,M15,M15_L16,M15_L15toL20,1.028,0.137,0.117,0.013,,,,,,,,
3/10/16,M15,M15_L17,M15_L15toL20,1.028,0.134,0.1,0.012,,,,,,,,
3/10/16,M15,M15_L18,M15_L15toL20,1.028,0.131,0.111,0.012,,,,,,,,
3/10/16,M15,M15_L19,M15_L15toL20,1.028,0.134,0.114,0.014,,,,,,,,
3/10/16,M15,M15_L20,M15_L15toL20,1.028,0.14,0.108,0.012,,,,,,,,
3/10/16,M16,M16_L1,M16_L1toL8,0.99,0.155,0.124,0.016,,,,,,,,
3/10/16,M16,M16_L2,M16_L1toL8,0.99,0.137,0.11,0.012,,,,,,,,
3/10/16,M16,M16_L3,M16_L1toL8,0.99,0.167,0.119,0.017,,,,,,,,
3/10/16,M16,M16_L4,M16_L1toL8,0.99,0.138,0.087,0.01,,,,,,,,
3/10/16,M16,M16_L5,M16_L1toL8,0.99,0.144,0.116,0.014,,,,,,,,
3/10/16,M16,M16_L6,M16_L1toL8,0.99,0.137,0.112,0.013,,,,,,,,
3/10/16,M16,M16_L7,M16_L1toL8,0.99,0.12,0.098,0.01,,,,,,,,
3/10/16,M16,M16_L8,M16_L1toL8,0.99,0.135,0.1,0.011,,,,,,,,
3/10/16,M16,M16_L9,M16_L9toL12,1.028,0.108,0.089,0.008,,,,,,,,
3/10/16,M16,M16_L10,M16_L9toL12,1.028,0.134,0.109,0.013,,,,,,,,
3/10/16,M16,M16_L11,M16_L9toL12,1.028,0.132,0.112,0.011,,,,,,,,
3/10/16,M16,M16_L12,M16_L9toL12,1.028,0.131,0.1,0.011,,,,,,,,
3/10/16,M16,M16_L13,M16_L14toL17,1.036,0.147,0.12,0.015,,,,,,,,
3/10/16,M16,M16_L14,M16_L14toL17,1.036,0.132,0.106,0.012,,,,,,,,
3/10/16,M16,M16_L15,M16_L14toL17,1.036,0.135,0.103,0.012,,,,,,,,
3/10/16,M16,M16_L16,M16_L14toL17,1.036,0.137,0.106,0.013,,,,,,,,
3/10/16,M16,M16_L17,M16_L14toL17,1.036,0.152,0.112,0.014,,,,,,,,
3/10/16,M16,M16_L18,M16_L18toL20,1.007,0.142,0.11,0.01,,,,,,,,
3/10/16,M16,M16_L19,M16_L18toL20,1.007,0.134,0.103,0.01,,,,,,,,
3/10/16,M16,M16_L20,M16_L18toL20,1.007,0.137,0.11,0.01,,,,,,,,
3/10/16,M17,M17_L1,M17_L1toL7,1,0.128,0.104,0.011,,,,,,,,
3/10/16,M17,M17_L2,M17_L1toL7,1,0.133,0.106,0.012,,,,,,,,
3/10/16,M17,M17_L3,M17_L1toL7,1,0.144,0.112,0.013,,,,,,,,
3/10/16,M17,M17_L4,M17_L1toL7,1,0.141,0.106,0.013,,,,,,,,
3/10/16,M17,M17_L5,M17_L1toL7,1,0.135,0.106,0.011,,,,,,,,
3/10/16,M17,M17_L6,M17_L1toL7,1,0.129,0.099,0.01,,,,,,,,
3/10/16,M17,M17_L7,M17_L1toL7,1,0.113,0.096,0.009,,,,,,,,
3/10/16,M17,M17_L8,M17_L8toL11,0.989,0.128,0.097,0.011,,,,,,,,
3/10/16,M17,M17_L9,M17_L8toL11,0.989,0.153,0.113,0.014,,,,,,,,
3/10/16,M17,M17_L10,M17_L8toL11,0.989,0.14,0.108,0.012,,,,,,,,
3/10/16,M17,M17_L11,M17_L8toL11,0.989,0.143,0.109,0.013,,,,,,,,
3/10/16,M17,M17_L12,M17_L12toL16,1.003,0.141,0.112,0.012,,,,,,,,
3/10/16,M17,M17_L13,M17_L12toL16,1.003,0.136,0.107,0.012,,,,,,,,
3/10/16,M17,M17_L14,M17_L12toL16,1.003,0.132,0.106,0.012,,,,,,,,
3/10/16,M17,M17_L15,M17_L12toL16,1.003,0.137,0.108,0.011,,,,,,,,
3/10/16,M17,M17_L16,M17_L12toL16,1.003,0.139,0.117,0.014,,,,,,,,
3/10/16,M17,M17_L17,M17_L17toL20,1.003,0.141,0.107,0.012,,,,,,,,
3/10/16,M17,M17_L18,M17_L17toL20,1.003,0.134,0.11,0.011,,,,,,,,
3/10/16,M17,M17_L19,M17_L17toL20,1.003,0.14,0.102,0.012,,,,,,,,
3/10/16,M17,M17_L20,M17_L17toL20,1.003,0.156,0.123,0.015,,,,,,,,
3/10/16,M18,M18_L1,M18_L1toL5,1,0.141,0.117,0.014,,,,,,,,
3/10/16,M18,M18_L2,M18_L1toL5,1,0.136,0.113,0.013,,,,,,,,
3/10/16,M18,M18_L3,M18_L1toL5,1,0.145,0.113,0.014,,,,,,,,
3/10/16,M18,M18_L4,M18_L1toL5,1,0.137,0.108,0.012,,,,,,,,
3/10/16,M18,M18_L5,M18_L1toL5,1,0.129,0.097,0.01,,,,,,,,
3/10/16,M18,M18_L6,M18_L6toL11,1.011,0.149,0.122,0.015,,,,,,,,
3/10/16,M18,M18_L7,M18_L6toL11,1.011,0.147,0.114,0.014,,,,,,,,
3/10/16,M18,M18_L8,M18_L6toL11,1.011,0.143,0.116,0.014,,,,,,,,
3/10/16,M18,M18_L9,M18_L6toL11,1.011,0.123,0.098,0.01,,,,,,,,
3/10/16,M18,M18_L10,M18_L6toL11,1.011,0.139,0.102,0.012,,,,,,,,
3/10/16,M18,M18_L11,M18_L6toL11,1.011,0.129,0.104,0.011,,,,,,,,
3/10/16,M18,M18_L12,M18_L12toL14,1.044,0.129,0.108,0.012,,,,,,,,
3/10/16,M18,M18_L13,M18_L12toL14,1.044,0.165,0.123,0.017,,,,,,,,
3/10/16,M18,M18_L14,M18_L12toL14,1.044,0.125,0.104,0.011,,,,,,,,
3/10/16,M18,M18_L15,M18_L15toL16,1.021,0.129,0.11,0.013,,,,,,,,
3/10/16,M18,M18_L16,M18_L15toL16,1.021,0.133,0.114,0.012,,,,,,,,
3/10/16,M18,M18_L17,M18_L17toL19,1.007,0.141,0.116,0.014,,,,,,,,
3/10/16,M18,M18_L18,M18_L17toL19,1.007,0.137,0.111,0.012,,,,,,,,
3/10/16,M18,M18_L19,M18_L17toL19,1.007,0.145,0.117,0.014,,,,,,,,
3/10/16,M18,M18_L20,M18_L20,1.001,0.147,0.113,0.014,,,,,,,,
3/10/16,M19,M19_L1,M19_L1toL5,1.011,0.125,0.102,0.011,,,,,,,,
3/10/16,M19,M19_L2,M19_L1toL5,1.011,0.152,0.113,0.014,,,,,,,,
3/10/16,M19,M19_L3,M19_L1toL5,1.011,0.126,0.105,0.011,,,,,,,,
3/10/16,M19,M19_L4,M19_L1toL5,1.011,0.137,0.109,0.012,,,,,,,,
3/10/16,M19,M19_L5,M19_L1toL5,1.011,0.137,0.112,0.012,,,,,,,,
3/10/16,M19,M19_L6,M19_L6toL10,1.012,0.145,0.108,0.013,,,,,,,,
3/10/16,M19,M19_L7,M19_L6toL10,1.012,0.151,0.104,0.014,,,,,,,,
3/10/16,M19,M19_L8,M19_L6toL10,1.012,0.15,0.11,0.014,,,,,,,,
3/10/16,M19,M19_L9,M19_L6toL10,1.012,0.144,0.115,0.014,,,,,,,,
3/10/16,M19,M19_L10,M19_L6toL10,1.012,0.139,0.112,0.012,,,,,,,,
3/10/16,M19,M19_L11,M19_L11toL15,0.986,0.142,0.107,0.013,,,,,,,,
3/10/16,M19,M19_L12,M19_L11toL15,0.986,0.146,0.105,0.013,,,,,,,,
3/10/16,M19,M19_L13,M19_L11toL15,0.986,0.14,0.107,0.012,,,,,,,,
3/10/16,M19,M19_L14,M19_L11toL15,0.986,0.135,0.107,0.013,,,,,,,,
3/10/16,M19,M19_L15,M19_L11toL15,0.986,0.128,0.104,0.011,,,,,,,,
3/10/16,M19,M19_L16,M19_L16toL20,1.072,0.148,0.108,0.014,,,,,,,,
3/10/16,M19,M19_L17,M19_L16toL20,1.072,0.144,0.113,0.014,,,,,,,,
3/10/16,M19,M19_L18,M19_L16toL20,1.072,0.146,0.106,0.014,,,,,,,,
3/10/16,M19,M19_L19,M19_L16toL20,1.072,0.143,0.102,0.012,,,,,,,,
3/10/16,M19,M19_L20,M19_L16toL20,1.072,0.144,0.113,0.013,,,,,,,,
3/10/16,M20,M20_L1,M20_L1toL5,1.047,0.126,0.103,0.011,,,,,,,,
3/10/16,M20,M20_L2,M20_L1toL5,1.047,0.151,0.132,0.017,,,,,,,,
3/10/16,M20,M20_L3,M20_L1toL5,1.047,0.135,0.105,0.012,,,,,,,,
3/10/16,M20,M20_L4,M20_L1toL5,1.047,0.14,0.111,0.012,,,,,,,,
3/10/16,M20,M20_L5,M20_L1toL5,1.047,0.124,0.096,0.009,,,,,,,,
3/10/16,M20,M20_L6,M20_L6toL11,1.026,0.154,0.117,0.016,,,,,,,,
3/10/16,M20,M20_L7,M20_L6toL11,1.026,0.128,0.107,0.011,,,,,,,,
3/10/16,M20,M20_L8,M20_L6toL11,1.026,0.117,0.096,0.009,,,,,,,,
3/10/16,M20,M20_L9,M20_L6toL11,1.026,0.156,0.118,0.015,,,,,,,,
3/10/16,M20,M20_L10,M20_L6toL11,1.026,0.136,0.102,0.012,,,,,,,,
3/10/16,M20,M20_L11,M20_L6toL11,1.026,0.155,0.114,0.015,,,,,,,,
3/10/16,M20,M20_L12,M20_L12toL17,1.025,0.141,0.107,0.012,,,,,,,,
3/10/16,M20,M20_L13,M20_L12toL17,1.025,0.133,0.101,0.011,,,,,,,,
3/10/16,M20,M20_L14,M20_L12toL17,1.025,0.142,0.114,0.014,,,,,,,,
3/10/16,M20,M20_L15,M20_L12toL17,1.025,0.144,0.115,0.013,,,,,,,,
3/10/16,M20,M20_L16,M20_L12toL17,1.025,0.138,0.106,0.012,,,,,,,,
3/10/16,M20,M20_L17,M20_L12toL17,1.025,0.144,0.109,0.013,,,,,,,,
3/10/16,M20,M20_L18,M20_L18toL20,1.033,0.143,0.114,0.014,,,,,,,,
3/10/16,M20,M20_L19,M20_L18toL20,1.033,0.137,0.11,0.012,,,,,,,,
3/10/16,M20,M20_L20,M20_L18toL20,1.033,0.124,0.109,0.012,,,,,,,,
3/10/16,M21,M21_L1,M21_L1toL4,1,0.131,0.102,0.011,,,,,,,,
3/10/16,M21,M21_L2,M21_L1toL4,1,0.138,0.112,0.012,,,,,,,,
3/10/16,M21,M21_L3,M21_L1toL4,1,0.122,0.1,0.01,,0.179,0.148,0.022,,,,
3/10/16,M21,M21_L4,M21_L1toL4,1,0.149,0.112,0.014,,0.18,0.148,0.022,looks like syphon may be developing?,,,Do i include outer tissue outside shell in area measurement?
3/10/16,M21,M21_L5,M21_L5toL8,1.002,0.131,0.109,0.012,,0.174,0.146,0.023,,,,
3/10/16,M21,M21_L6,M21_L5toL8,1.002,0.125,0.1,0.011,,0.172,0.143,0.021,looks like syphon may be developing?,,,Do i include outer tissue outside shell in area measurement?
3/10/16,M21,M21_L7,M21_L5toL8,1.002,0.14,0.11,0.012,,,,,,,,
3/10/16,M21,M21_L8,M21_L5toL8,1.002,0.147,0.109,0.014,,,,,,,,
3/10/16,M21,M21_L9,M21_L9toL13,0.994,0.143,0.121,0.015,,,,,,,,
3/10/16,M21,M21_L10,M21_L9toL13,0.994,0.136,0.11,0.012,,,,,,,,
3/10/16,M21,M21_L11,M21_L9toL13,0.994,0.138,0.113,0.013,,,,,,,,
3/10/16,M21,M21_L12,M21_L9toL13,0.994,0.123,0.094,0.01,,,,,,,,
3/10/16,M21,M21_L13,M21_L9toL13,0.994,0.128,0.1,0.01,,,,,,,,
3/10/16,M21,M21_L14,M21_L14toL18,1,0.132,0.1,0.011,,,,,,,,
3/10/16,M21,M21_L15,M21_L14toL18,1,0.127,0.094,0.01,,,,,,,,
3/10/16,M21,M21_L16,M21_L14toL18,1,0.137,0.109,0.012,,,,,,,,
3/10/16,M21,M21_L17,M21_L14toL18,1,0.144,0.115,0.014,,,,,,,,
3/10/16,M21,M21_L18,M21_L14toL18,1,0.095,0.083,0.006,"was at an odd angle, so measurements are smaller than would normally be",,,,,,,
3/10/16,M21,M21_L19,,,,,,,,,,,,,
3/10/16,M21,M21_L20,,,,,,,,,,,,,
3/10/16,M22,M22_L1,M22_L1toL6,1.034,0.144,0.11,0.014,,,,,,,,
3/10/16,M22,M22_L2,M22_L1toL6,1.034,0.136,0.106,0.013,,,,,,,,
3/10/16,M22,M22_L3,M22_L1toL6,1.034,0.136,0.109,0.013,,,,,,,,
3/10/16,M22,M22_L4,M22_L1toL6,1.034,0.139,0.11,0.013,,,,,,,,
3/10/16,M22,M22_L5,M22_L1toL6,1.034,0.142,0.119,0.014,,,,,,,,
3/10/16,M22,M22_L6,M22_L1toL6,1.034,0.143,0.11,0.013,,,,,,,,
3/10/16,M22,M22_L7,M22_L7toL14,1.005,0.137,0.124,0.014,,,,,,,,
3/10/16,M22,M22_L8,M22_L7toL14,1.005,0.143,0.111,0.013,,,,,,,,
3/10/16,M22,M22_L9,M22_L7toL14,1.005,0.135,0.116,0.011,,,,,,,,
3/10/16,M22,M22_L10,M22_L7toL14,1.005,0.149,0.114,0.015,,,,,,,,
3/10/16,M22,M22_L11,M22_L7toL14,1.005,0.134,0.106,0.012,,,,,,,,
3/10/16,M22,M22_L12,M22_L7toL14,1.005,0.138,0.106,0.013,,,,,,,,
3/10/16,M22,M22_L13,M22_L7toL14,1.005,0.12,0.101,0.011,,,,,,,,
3/10/16,M22,M22_L14,M22_L7toL14,1.005,0.136,0.113,0.013,,,,,,,,
3/10/16,M22,M22_L15,M22_L15toL20,1.009,0.14,0.11,0.013,,,,,,,,
3/10/16,M22,M22_L16,M22_L15toL20,1.009,0.134,0.109,0.011,,,,,,,,
3/10/16,M22,M22_L17,M22_L15toL20,1.009,0.137,0.11,0.012,,,,,,,,
3/10/16,M22,M22_L18,M22_L15toL20,1.009,0.158,0.106,0.014,,,,,,,,
3/10/16,M22,M22_L19,M22_L15toL20,1.009,0.14,0.105,0.012,,,,,,,,
3/10/16,M22,M22_L20,M22_L15toL20,1.009,0.142,0.116,0.014,,,,,,,,
3/10/16,M23,M23_L1,M23_L1toL5,1,0.142,0.105,0.013,,,,,,,,
3/10/16,M23,M23_L2,M23_L1toL5,1,0.13,0.101,0.012,,,,,,,,
3/10/16,M23,M23_L3,M23_L1toL5,1,0.145,0.106,0.013,,,,,,,,
3/10/16,M23,M23_L4,M23_L1toL5,1,0.134,0.104,0.012,,,,,,,,
3/10/16,M23,M23_L5,M23_L1toL5,1,0.15,0.112,0.014,,,,,,,,
3/10/16,M23,M23_L6,M23_L6toL9,0.988,0.138,0.107,0.012,,,,,,,,
3/10/16,M23,M23_L7,M23_L6toL9,0.988,0.121,0.092,0.01,,,,,,,,
3/10/16,M23,M23_L8,M23_L6toL9,0.988,0.141,0.109,0.014,,,,,,,,
3/10/16,M23,M23_L9,M23_L6toL9,0.988,0.136,0.104,0.012,,,,,,,,
3/10/16,M23,M23_L10,M23_L10toL17,0.999,0.139,0.115,0.013,,,,,,,,
3/10/16,M23,M23_L11,M23_L10toL17,0.999,0.115,0.093,0.01,,,,,,,,
3/10/16,M23,M23_L12,M23_L10toL17,0.999,0.137,0.115,0.013,,,,,,,,
3/10/16,M23,M23_L13,M23_L10toL17,0.999,0.123,0.097,0.01,,,,,,,,
3/10/16,M23,M23_L14,M23_L10toL17,0.999,0.121,0.09,0.009,,,,,,,,
3/10/16,M23,M23_L15,M23_L10toL17,0.999,0.139,0.104,0.013,,,,,,,,
3/10/16,M23,M23_L16,M23_L10toL17,0.999,0.148,0.114,0.013,,,,,,,,
3/10/16,M23,M23_L17,M23_L10toL17,0.999,0.14,0.108,0.013,,,,,,,,
3/10/16,M23,M23_L18,M23_L18toL20,0.98,0.134,0.11,0.011,,,,,,,,
3/10/16,M23,M23_L19,M23_L18toL20,0.98,0.125,0.101,0.011,,,,,,,,
3/10/16,M23,M23_L20,M23_L18toL20,0.98,0.13,0.112,0.012,,,,,,,,
3/12/16,M24,M24_L1,M24_L1toL6,1,0.142,0.107,0.013,,,,,,,,
3/12/16,M24,M24_L2,M24_L1toL6,1,0.144,0.111,0.013,,,,,,,,
3/12/16,M24,M24_L3,M24_L1toL6,1,0.137,0.106,0.012,,,,,,,,
3/12/16,M24,M24_L4,M24_L1toL6,1,0.145,0.115,0.014,,,,,,,,
3/12/16,M24,M24_L5,M24_L1toL6,1,0.159,0.123,0.016,,,,,,,,
3/12/16,M24,M24_L6,M24_L1toL6,1,0.143,0.118,0.014,,,,,,,,
3/12/16,M24,M24_L7,M24_L7toL15,0.976,0.134,0.116,0.013,,,,,,,,
3/12/16,M24,M24_L8,M24_L7toL15,0.976,0.15,0.109,0.013,,,,,,,,
3/12/16,M24,M24_L9,M24_L7toL15,0.976,0.148,0.118,0.014,,,,,,,,
3/12/16,M24,M24_L10,M24_L7toL15,0.976,0.15,0.114,0.014,,,,,,,,
3/12/16,M24,M24_L11,M24_L7toL15,0.976,0.144,0.123,0.014,,,,,,,,
3/12/16,M24,M24_L12,M24_L7toL15,0.976,0.139,0.114,0.012,,,,,,,,
3/12/16,M24,M24_L13,M24_L7toL15,0.976,0.119,0.102,0.011,,,,,,,,
3/12/16,M24,M24_L14,M24_L7toL15,0.976,0.136,0.11,0.013,,,,,,,,
3/12/16,M24,M24_L15,M24_L7toL15,0.976,0.139,0.111,0.012,,,,,,,,
3/12/16,M24,M24_L16,M24_l16toL20,0.983,0.139,0.118,0.013,,,,,,,,
3/12/16,M24,M24_L17,M24_l16toL20,0.983,0.143,0.116,0.013,,,,,,,,
3/12/16,M24,M24_L18,M24_l16toL20,0.983,0.15,0.118,0.014,,,,,,,,
3/12/16,M24,M24_L19,M24_l16toL20,0.983,0.146,0.114,0.014,,,,,,,,
3/12/16,M24,M24_L20,M24_l16toL20,0.983,0.157,0.122,0.015,,,,,,,,
3/12/16,M25,M25_L1,M25_L1toL10,1,0.151,0.114,0.014,,,,,,,,
3/12/16,M25,M25_L2,M25_L1toL10,1,0.146,0.123,0.014,,,,,,,,
3/12/16,M25,M25_L3,M25_L1toL10,1,0.126,0.102,0.011,,,,,,,,
3/12/16,M25,M25_L4,M25_L1toL10,1,0.121,0.101,0.01,,,,,,,,
3/12/16,M25,M25_L5,M25_L1toL10,1,0.137,0.109,0.012,,,,,,,,
3/12/16,M25,M25_L6,M25_L1toL10,1,0.139,0.118,0.014,,,,,,,,
3/12/16,M25,M25_L7,M25_L1toL10,1,0.13,0.101,0.012,,,,,,,,
3/12/16,M25,M25_L8,M25_L1toL10,1,0.136,0.116,0.013,,,,,,,,
3/12/16,M25,M25_L9,M25_L1toL10,1,0.137,0.103,0.011,,,,,,,,
3/12/16,M25,M25_L10,M25_L1toL10,1,0.14,0.112,0.013,,,,,,,,
3/12/16,M25,M25_L11,M25_L11toL17,1.004,0.137,0.115,0.013,,,,,,,,
3/12/16,M25,M25_L12,M25_L11toL17,1.004,0.138,0.099,0.011,,,,,,,,
3/12/16,M25,M25_L13,M25_L11toL17,1.004,0.135,0.106,0.012,,,,,,,,
3/12/16,M25,M25_L14,M25_L11toL17,1.004,0.138,0.107,0.013,,,,,,,,
3/12/16,M25,M25_L15,M25_L11toL17,1.004,0.139,0.103,0.012,,,,,,,,
3/12/16,M25,M25_L16,M25_L11toL17,1.004,0.128,0.102,0.011,,,,,,,,
3/12/16,M25,M25_L17,M25_L11toL17,1.004,0.152,0.113,0.014,,,,,,,,
3/12/16,M25,M25_L18,M25_L18toL20,0.989,0.132,0.1,0.011,,,,,,,,
3/12/16,M25,M25_L19,M25_L18toL20,0.989,0.139,0.11,0.013,,,,,,,,
3/12/16,M25,M25_L20,M25_L18toL20,0.989,0.14,0.104,0.012,,,,,,,,
3/12/16,M26,M26_L1,M26_L1toL11,0.978,0.143,0.115,0.013,,,,,,,,
3/12/16,M26,M26_L2,M26_L1toL11,0.978,0.143,0.115,0.013,,,,,,,,
3/12/16,M26,M26_L3,M26_L1toL11,0.978,0.132,0.094,0.01,,,,,,,,
3/12/16,M26,M26_L4,M26_L1toL11,0.978,0.145,0.114,0.014,,,,,,,,
3/12/16,M26,M26_L5,M26_L1toL11,0.978,0.141,0.107,0.013,,,,,,,,
3/12/16,M26,M26_L6,M26_L1toL11,0.978,0.152,0.119,0.014,,,,,,,,
3/12/16,M26,M26_L7,M26_L1toL11,0.978,0.143,0.111,0.014,,,,,,,,
3/12/16,M26,M26_L8,M26_L1toL11,0.978,0.137,0.103,0.01,,,,,,,,
3/12/16,M26,M26_L9,M26_L1toL11,0.978,0.139,0.112,0.013,,,,,,,,
3/12/16,M26,M26_L10,M26_L1toL11,0.978,0.142,0.108,0.013,,,,,,,,
3/12/16,M26,M26_L11,M26_L1toL11,0.978,0.145,0.112,0.013,,,,,,,,
3/12/16,M26,M26_L12,M26_L12toL18,0.991,0.143,0.121,0.014,,,,,,,,
3/12/16,M26,M26_L13,M26_L12toL18,0.991,0.142,0.124,0.014,,,,,,,,
3/12/16,M26,M26_L14,M26_L12toL18,0.991,0.132,0.104,0.012,,,,,,,,
3/12/16,M26,M26_L15,M26_L12toL18,0.991,0.134,0.109,0.012,,,,,,,,
3/12/16,M26,M26_L16,M26_L12toL18,0.991,0.145,0.112,0.014,,,,,,,,
3/12/16,M26,M26_L17,M26_L12toL18,0.991,0.131,0.104,0.011,,,,,,,,
3/12/16,M26,M26_L18,M26_L12toL18,0.991,0.145,0.113,0.014,,,,,,,,
3/12/16,M26,M26_L19,M26_L19toL20,0.994,0.148,0.115,0.014,,,,,,,,
3/12/16,M26,M26_L20,M26_L19toL20,0.994,0.132,0.11,0.012,,,,,,,,
3/12/16,M27,M27_L1,M27_L1toL5,0.981,0.128,0.104,0.011,,,,,,,,
3/12/16,M27,M27_L2,M27_L1toL5,0.981,0.138,0.114,0.013,,,,,,,,
3/12/16,M27,M27_L3,M27_L1toL5,0.981,0.143,0.116,0.013,,,,,,,,
3/12/16,M27,M27_L4,M27_L1toL5,0.981,0.145,0.112,0.014,,,,,,,,
3/12/16,M27,M27_L5,M27_L1toL5,0.981,0.14,0.108,0.013,,,,,,,,
3/12/16,M27,M27_L6,M27_L6toL15,0.997,0.15,0.113,0.014,,,,,,,,
3/12/16,M27,M27_L7,M27_L6toL15,0.997,0.145,0.118,0.014,,,,,,,,
3/12/16,M27,M27_L8,M27_L6toL15,0.997,0.145,0.111,0.013,,,,,,,,
3/12/16,M27,M27_L9,M27_L6toL15,0.997,0.137,0.102,0.011,,,,,,,,
3/12/16,M27,M27_L10,M27_L6toL15,0.997,0.13,0.103,0.011,,,,,,,,
3/12/16,M27,M27_L11,M27_L6toL15,0.997,0.132,0.104,0.011,,,,,,,,
3/12/16,M27,M27_L12,M27_L6toL15,0.997,0.131,0.102,0.011,,,,,,,,
3/12/16,M27,M27_L13,M27_L6toL15,0.997,0.138,0.108,0.013,,,,,,,,
3/12/16,M27,M27_L14,M27_L6toL15,0.997,0.144,0.108,0.013,,,,,,,,
3/12/16,M27,M27_L15,M27_L6toL15,0.997,0.149,0.117,0.013,,,,,,,,
3/12/16,M27,M27_L16,M27_L16toL20,0.969,0.116,0.095,0.009,,,,,,,,
3/12/16,M27,M27_L17,M27_L16toL20,0.969,0.151,0.12,0.015,,,,,,,,
3/12/16,M27,M27_L18,M27_L16toL20,0.969,0.136,0.109,0.012,,,,,,,,
3/12/16,M27,M27_L19,M27_L16toL20,0.969,0.143,0.109,0.013,,,,,,,,
3/12/16,M27,M27_L20,M27_L16toL20,0.969,0.147,0.116,0.014,,,,,,,,
3/12/16,M28,M28_L1,M28_L1toL5,0.972,0.134,0.109,0.012,,,,,,,,
3/12/16,M28,M28_L2,M28_L1toL5,0.972,0.139,0.11,0.012,,,,,,,,
3/12/16,M28,M28_L3,M28_L1toL5,0.972,0.146,0.121,0.015,,,,,,,,
3/12/16,M28,M28_L4,M28_L1toL5,0.972,0.132,0.127,0.014,,,,,,,,
3/12/16,M28,M28_L5,M28_L1toL5,0.972,0.128,0.098,0.011,,,,,,,,
3/12/16,M28,M28_L6,M28_L6toL13,0.99,0.14,0.109,0.014,,,,,,,,
3/12/16,M28,M28_L7,M28_L6toL13,0.99,0.145,0.115,0.014,,,,,,,,
3/12/16,M28,M28_L8,M28_L6toL13,0.99,0.14,0.112,0.012,,,,,,,,
3/12/16,M28,M28_L9,M28_L6toL13,0.99,0.149,0.134,0.016,,,,,,,,
3/12/16,M28,M28_L10,M28_L6toL13,0.99,0.134,0.103,0.012,,,,,,,,
3/12/16,M28,M28_L11,M28_L6toL13,0.99,0.132,0.11,0.012,,,,,,,,
3/12/16,M28,M28_L12,M28_L6toL13,0.99,0.148,0.112,0.013,,,,,,,,
3/12/16,M28,M28_L13,M28_L6toL13,0.99,0.142,0.116,0.014,,,,,,,,
3/12/16,M28,M28_L14,M28_L14toL20,0.998,0.145,0.116,0.013,,,,,,,,
3/12/16,M28,M28_L15,M28_L14toL20,0.998,0.14,0.119,0.013,,,,,,,,
3/12/16,M28,M28_L16,M28_L14toL20,0.998,0.131,0.102,0.011,,,,,,,,
3/12/16,M28,M28_L17,M28_L14toL20,0.998,0.131,0.106,0.011,,,,,,,,
3/12/16,M28,M28_L18,M28_L14toL20,0.998,0.143,0.111,0.014,,,,,,,,
3/12/16,M28,M28_L19,M28_L14toL20,0.998,0.138,0.108,0.012,,,,,,,,
3/12/16,M28,M28_L20,M28_L14toL20,0.998,0.146,0.108,0.013,,,,,,,,
3/12/16,M29,M29_L1,M29_L1toL4,0.966,0.137,0.108,0.012,,,,,,,,
3/12/16,M29,M29_L2,M29_L1toL4,0.966,0.141,0.116,0.014,,,,,,,,
3/12/16,M29,M29_L3,M29_L1toL4,0.966,0.143,0.112,0.014,,,,,,,,
3/12/16,M29,M29_L4,M29_L1toL4,0.966,0.146,0.115,0.014,,,,,,,,
3/12/16,M29,M29_L5,M29_L5toL9,1.012,0.144,0.117,0.013,,,,,,,,
3/12/16,M29,M29_L6,M29_L5toL9,1.012,0.121,0.097,0.01,,,,,,,,
3/12/16,M29,M29_L7,M29_L5toL9,1.012,0.133,0.107,0.011,,,,,,,,
3/12/16,M29,M29_L8,M29_L5toL9,1.012,0.132,0.099,0.011,,,,,,,,
3/12/16,M29,M29_L9,M29_L5toL9,1.012,0.133,0.096,0.011,,,,,,,,
3/12/16,M29,M29_L10,M29_L10toL14,0.98,0.135,0.118,0.013,,,,,,,,
3/12/16,M29,M29_L11,M29_L10toL14,0.98,0.138,0.107,0.012,,,,,,,,
3/12/16,M29,M29_L12,M29_L10toL14,0.98,0.135,0.106,0.012,,,,,,,,
3/12/16,M29,M29_L13,M29_L10toL14,0.98,0.13,0.102,0.011,,,,,,,,
3/12/16,M29,M29_L14,M29_L10toL14,0.98,0.148,0.117,0.014,,,,,,,,
3/12/16,M29,M29_L15,M29_L15toL18,1.004,0.138,0.107,0.013,,,,,,,,
3/12/16,M29,M29_L16,M29_L15toL18,1.004,0.144,0.107,0.013,,,,,,,,
3/12/16,M29,M29_L17,M29_L15toL18,1.004,0.131,0.109,0.013,,,,,,,,
3/12/16,M29,M29_L18,M29_L15toL18,1.004,0.149,0.119,0.014,,,,,,,,
3/12/16,M29,M29_L19,M29_L19toL20,0.962,0.154,0.116,0.014,,,,,,,,
3/12/16,M29,M29_L20,M29_L19toL20,0.962,0.141,0.112,0.013,,,,,,,,
3/12/16,M30,M30_L1,M30_L1toL13,1.02,0.137,0.113,0.012,,,,,,,,
